2143394676	0 0 2 6 9 32 41 48 72 68 77 97 90	2079321938 2840026398 2156968214 2016248871 2077626072 1987290305 2090564399 1908079484 2844146188 1990711080 2881291865 2098372453 2169589576 2844400501 2226500113 2596909290 2824307985 2039904570 2076864989 2398520505 1998677884 1913618334 2003340085 2030208318 1975867865 2880425780 1988294884 2873526524 2585306770 2400736277 2834798676 2831789165 2078837672 2041016025 2864996534 2050949199 2842988494 2767466289 2066028709 2871238516 2052171629 1935682263 37017548 2405345174 2299713610 2527911648 2262164007 2342980394 2789601831 2163848627 2804158892 2366234459 2004302824 2079434932 2133374885 2010286731 2089486370 2013172018 1984318666 2289129029 1969665018 2074376264 2200440946 2070874617 2030370554 2009307031 2077041040 2292448889 2019570241 256399319 2537859445 2299510415 2551194921 2552959124 1542195959 2536689916 2876591895 2070401123 1984688194 1987578253 2345493366 2611677267 2567167478 2138146050 2568827124 2838925261 2541558731 2011881772 2557119333 185595519 2548084816 2102925672 2170867421 2863175162 2815472342 2618698010 156187673 2401133755 2169565901 2854109802 2871177517 2859235566 2822019899 2522460278 2030124005 2012642408 2516967166 2061119349 2823313084 1987386196 2291008499 2029386834 1473245471 2775784063 2290341022 2006309539 2290870634 2005482392 2143867437 2856225347 2514321446 1660945620 2817187273 2749166722 2769459106 2056859348 2072164718 1541078729 1557457815 2180447508 2824915804 2592167124 1595155649 2759184212 2019388227 2602393374 2713748954 2059709823 2018468010 2604242139 2031008007 2009695009 1973982369 2565827473 2607742490 2101872640 2056631951 2820942322 2780033408 2072440039 2269429629 1980875230 2009814489 2557338659 2047513821 2603761473 2826449151 2122854471 2485136402 2784079467 2509234055 2055593837 2155683751 2879797341 2060086116 2886313903 2040046941 2797097188 2807355321 1569765784 2594491559 2743700510 2743498137 2851058840 2814683073 2741607615 2735948587 2595147206 2508879298 2103484984 2560554086 2545892865 2787580311 2086039294 2114359372 1679998656 2550180150 2006748250 2802844143 2823971839 2812053711 2834467761 1944317629 2783478456 2773959597 2044805461 2593670439 2769163033 2537321837 2872884891 2771495758 1587849557 2811464482 2790184916 2024206284 2761563727 2326849267 2055768842 2790555564 2522239737 2549486454 2804042886 2766177751 2886745863 2165491227 2101490429 2806936435 2144012548 2522183167 1977939742 2833301174 2052139603 2123939196 2223689215 2766475613 2301443519 2889205409 2793585656 1979433387 2826102857 2789051977 2800378116 2796262439 2514595930 2786594077 2594311715 2789739525 2765905683 2057408668 2794031049 2052222465 2808973354 2061713759 2886690479 2322710272 2810041165 2593165112 1984554813 2162042579 2758021067 2884767600 2290117280 2871072414 2791901911 2586254793 2544840168 2594043855 2524348584 2039247374 2019509716 2885303036 2071350553 2809823850 2173803058 1973066218 1630001458 2801982811 2792987491 2522561323 2230244855 2270088337 2752640274 2751974581 2888889725 2888192068 2787782241 2116717102 2790830979 2810344786 2615207132 1660309254 2586385795 2318869038 2521616486 2523094395 2509228667 2552334698 2469207682 2482411399 2050595001 2016817417 2347989546 2554769062 2888044855 1958074694 2301957765 2272249260 2042488956 256472467 2885390280 2121030247 1991886929 2746028032 1927067273 2060969679 2762515192 2140381113 1979396966 2763375713 2745879576 2588279532 2768755945 2786545467 79650269 2156354057 2589051269 1968797653 2178064713 2849166082 2812024086 2851271039 2856698933 2312522852 2867683656 2826087607 2064071806 2861733567 2122003576 2841578234 2875864284 2817063737 2833343995 2882223178 2187059933 2182787098
146590519	0 0 0 0 0 0 0 0 0 1 0 5 7 7 8 16 12 31 35 44 18 6	2867100802 2035569726 2869675415 2864590160 2830701914 2837797212 2851194732 2881431466 2817968077 2873648685 2867223466 2831715563 2863221821 2836651936 2824610399 2840943337 2825679250 2856427975 2833762653 2832840741 2359088648 2844162902 2858024794 2870739398 2831562438 2836431276 2836807980 2860829983 2820784378 2876358061 2386839257 2072575330 2822203465 2867375628 2842642137 2042713414 2386077418 2356098468 2849400955 2880579013 2822102516 2348522726 2815049635 2877131419 2812995826 2816116834 2872389375 2841393210 2872652203 2853546085 2821375815 2877200129 2860578245 2350550940 2870088264 2752407843 1698711187 2850331672 2155435896 2357584932 2277224775 2373661937 2866563415 2824419409 2368562819 2838314437 2388900607 2851892709 2141300323 2359155444 2753224502 2751348802 2870530720 2743241904 2357927164 1927433238 1815227825 2787542759 2378628959 2354132796 1993737052 2375225708 2338997951 2178822443 2742359787 2387102280 2031340249 2352165364 2369216045 2393662485 2749083597 2362258111 2334771003 2379357102 2116471977 2352727170 2364984312 2369378681 2361812396 2361773963 2369238440 2364589939 2373610430 2357897831 2365819174 2354707267 2381526819 2362212567 2383544144 2818068599 2829596174 2819145241 2863666661 2874951596 2849901205 2847619024 2856402769 2869982334 2821385727 2861693284 2855871680 2850414739 2845679647 2840334977 2359802854 2367493190 2365416363 2386257424 2361634312 2371304668 2393332608 2352906092 2820509526 2818466011 2742932072 2749451778 2839736150 2746340649 2869858512 2869117681 2750400778 2747535273 2753520980 2750012316 2836061549 2549749786 2746604845 2818404823 2747420399 2745875206 2745398401 2832437622 2879755560 2744245346 2752695034 2747423723 2863773174 2834022225 2875654371 2752273742 2745347701 2828526549 2351689416 2361682194 2353411790 2846919037 2812147536 2827745859 2815608096 2813129913 2822538785 2863670984 2823991893 2818252199 2822580335 2875986364 2860791546 2853716764 2849975840 2830611039 2867933752 2828561904 2860257515 2836899509 2848298660 2835610512 2825839295 2828466476 2834968346 2836382671 2845194667 2849665064 2381619566 2350202333 2837256873 2858390389 2858678422 2388223376 2351716801 2746246462 2755695741 2368701824 2873773135 2855713212 2860991139 2347475158 2379627231
2647041553	14 38 27 30 44 54 164 249 343 494 615 722 750 925 0 1098 1059 880 944 564	2062290101 2117391818 2793200734 2144154026 2051663161 2116365126 2078934304 2116402236 2029532148 2146027678 2085252210 2345889524 2047262284 2037647570 2579760010 1992015602 1623863380 1985910684 1971615688 2116257819 2015478642 2022094838 2124578478 2123258949 2743376548 2611755023 2811354225 2563355377 1579471611 1840919813 2069167711 2335025966 1967175545 2127325369 1609815149 1989782288 2166372316 2093624975 1843291043 966597184 2464105889 2519309700 2799977176 2151287531 2135999788 2792664825 2370799829 2395148662
2302318995	0 0 0 5 16 18 20 29 37 25 21 53 96 162 197 271 322 408 460 617 703 756 751 724 623 442	1999575197 2058667120 2043991983 2001401424 2106718396 2029353665 2127591420 2139420475 1984941194 2146542524 1992933135 2106785307 2113121748 2143202914 2325597062 1966220096 2137775956 2062766267 1994788053 2135339669 2112349283 2052022283 2153108053 2164756309 2110778029 2194598473 2065053963 2333580793 2111619831 1979487609 2139024907 2127086165 2035112815 1968820001 2885063809 2079023474 2286320598 2087121965 1982432096 2008475992 2027692188 2016144053 2025805695 1971234129 1966446944 2083590249 2149162439 2079958771 2101736118 2054474361 2141194468 2076544616 2166337047 1983374134 2161051478 1931020215 1993196325 2002649417 2082319795 2133001394 2763836527 2156841848 2006535877 2817303827 1985798331 2075705063 2025842601 2094188472 1993668812 1578968766 2098606435 1986812390 1976766430 2095390722 2082899043 2817295743 2115292124 2518658526 2134427192 2011741232 2412952291 2007653899 2853033735 1986345234 2083974494 2105455224 1968428323 2036285413 2063490395 2111146275 1994981746 2070650235 2059255347 2863001361 2166554867 2180629755 2151710962 1989969636 2054149921 2076116201 2781922735 2047166231 2000787189 2041426706 2089234769 1963795182 1969299453 1999925998 1940256483 1981625810 2030864252 2024851966 2000056880 2154136432 2110564885 2015933134 2091413189 1981564437 1976571998 2020714291 2072264070 2034555178 2093302086 2301972594 2148072726 2059477924 2011866017 2109223180 2852149632 1974286604 2015404621 2059006070 2061605654 2565223955 2085234560 2020908331 2819207810 2020048539 2159022683 2138839468 2840108554 2085321367 2140056012 2085067070 2062099857 1999107058 1993957685 2168649031 1966379363 2133327420 2010872431 2183222630 2165279539 2115780799 2057155010 2022070446 1972590442 2069626330 2109571085 2080278832 2038032905 2004750162 2041166229 1995339795 2085463932 2002398762 2054454975 2019945295 2884076343 2299083574 2085594479 2105280587 2150567611 2759790163 2077864321 2329575648 2095539258 2157563846 2087015420 1974868817 2069806962 2118741997 2128231285 1988806474 1981913430 2026829962 2131990449 2508941971 2031388596 2816533327 2056496886 2830111656 2140938881 2035361044 2825690946 2012347074 2057556962 1994977554 2076171002 2020158922 2035141606 1976599875 2016201050 2553830626 2116504112 2073005680 1974215115 1980911768 2120002905 2126452698 2043799207 1988118023 2021861997 2840256104 2746378541 2036440590 2005650239 2083923909 2015194561 2111855922 1982188071 2032689627 2127081542 2069513236 2084071044 2029768360 1978708461 2145705378 2142828809 2028357497 1967802437 2151625565 2417145975 2045105839 1968532691 2045871683 2025097740 2007725339 2057465632 2140428747 2167237000 2235405793 2025924764 2051792075 2017260929 2003445933 2105202872 1990375216 2016362501 2035094496 2092916024 2346226190 2132312316 2046474281 2314338199 2825634459 1976766480 2004828236 2045915489 2042910718 2030913979 2041632404 2038092237 2081807731 2345576891 1979597256 2471122179 2061000556 2000017507 2037112089 2101567832 1965965224 2402848232 2114939652 2081430966 1544401178 1768134095 2076013864 1979249712 2168051516 2013426024 2862154004 2104850649 1993313182 1988836745 1998428067 2082684756 2057874847 2127357957 2058312455 2594636423 2035845635 2085028214 2795137931 2051826643 1996956531 1977278297 2418544085 2078621505 2012589258 2114394173 2042392819 636303851 2028910253 2042434252 1987867337 2560211450 2039108205 1993156837 2012608856 2074748580 2069899170 2064104321 2406419383 2022384155 2043162487 2091547627 1176878127 2051814043 2093852546 1994335030 2620863773 2036629979 1922331220 2049533447 2142535135 2008798424 1982252673 2484022772 1981091746 2099910027 2065636511 2137465416 2122641939 2089995364 2003775235 1989513012 2041193444 2038614731 142841741 2516197892 1989438448 2281083016 2513547418 2556554068 2080315133 2735927126 1993026678 2039661667 2010321905 1989517045 1963648583 2030849013 1971590607 2810680975 2017180965 2770293922 1992575730 2024868612 2517377297 2084682991 2765909941 2059796686 2561891082 1526147432 1970186041 2837897236 2004086664 2091080527 2029836717 2867627153 2851652528 1993854292 2113666529 2532156450 2024848648 1987578726 2770360443 2591714239 2139107586 2290129949 2790654123 1963578588 2004810972 2018735888 2042667380 1082572505 1991105615 2466533342 2735639824 2799619137 2060957149 2070552631 2415573160 2589798478 2753642832 2007651149 2086068891 2108335174 2005919095 1968523825 2069091533 1971044598 2156229775 2018498782 2038345408 2790604387 2055806771 2401778273 1965072906 2092336330 2818480053 2016728297 1976087172 2291818180 1144972202 2075881922 2079900963 2016342181 2344885630 2040952671 2883272866 2331560957 2556340689 2833403457 2056615898 2163476723 2134395648 2077616150 2093307344 2335571991 2576848049 2090025754 2014085189 2417633482 2041783889 2057339543 2792074208 2084992336 2475489438 2039210136 2076205135 2014460825 2013633540 1183970095 2302512106 2417884617 1906822756 1967579473 2801290353 2627087522 2036232131 1969697506 2088867103 2008434223 2036240544 2778307416 2800140576 2086681500 2769642403 2838915956 2029188614 34513397 2066460625 2046552161 2547403985 2605796641 2060753083 2009134659 2122476142 2178711176 2184126416 2724273088 2804385442 2419045505 2317252721 2018701545 2112388981 2804933067 2183232317 2803135158 2061547624 2351672967 2059085535 2791964105 2555034082 2094993131 791502719 2507246401 2315011370 2072555009 2756868264 2768892659 2061575367 2083837892 2093982560 2738132733 2115481260 2011043888 2043865741 2782865443 2094821460 1978756165 2036794319 2407912876 2133190038 1457385616 2324191631 1979353310 1985641133 2091061026 2086452858 2047168600 1996966110 2079287170 2110809405 2798013992 2102830512 2107316513 2046973925 2199892443 2057386255 1646916776 2026044760 2211641320 2077102994 2212388275 2330261992 1994659433 2064857515 2074701107 1643968352 2744473535 1970301640 2028927651 2324564160 2718853269 2516326423 2510661970 2886117326 2358182664 2016223405 2766493491 2604560614 2517543636 1483302424 2807738698 2442023877 2790925082 2804304526 169171812 2797989315 1975145479 2460179516 2887210650 2563769040 2550060214 2579445300 2614789936 2802742765 2810751648 2040766063 2317875261 2314557374 2352208971 2271475037 2802119749 2614063353 2352269559 2120309802 2390828337 2321189357 2788925778 2280612251 1985303085 2419569796 134091232 1996502494 2559665985 2886574483 2741071328 2586039403 2590360823 2334052915 2389601772 2471939892 2069923121 1966289380 2402245425 2289166642 2888606452 2591452660 2581367883 2574218034 2325348239 2737650258 2552338933 1964304829 2874005574 2821364658 2832698358 2804551982 2038860133 2820035155 2846672258 290496929 2070229683 2036751186 2813112273 1976938105 2837012142 2439939901 2267544440 2319129307 2802790881 2432380294 2416877831
2607903546	2 15 62 72 93 156 170 149 174 164 172 198 191 158 143 110 83 84 36	2163202592 2048702576 2007795597 1754238224 2017283685 2000294119 2057324856 1511829809 2046581735 2434715028 2013853622 2410698836 2415102357 2478817019 2601902812 2283640786
2791667962	0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 4 6 12 25 40 41 43 51 90 119 213 224 223 216 205 192 186 134 123 64	2023171821 2145098771 1978876811 1554074914 2038134753 2137587714 2023904690 2103895912 2108462343 1983809673 2048352808 1963770657 1579471428 199081740 1982416110 2124362507 1987144385 2167349817 2012235336 1980113310 2126523110 2130866181 2056294440 2139961290 2158093665 2088087942 1988706342 2033625687 2354442514 2072470966 2464312180 2076107267 2349804895 95357318 2399728844 2468560734 2596717398 2791432808
2284337793	0 3 8 6 12 4 8 11 7 9 5 10 5 5 5 6 7 3 3 4 3 0 2 2 2 0 2 0	2062326707 2012626699 1503000774 2104176972 2084185385 2006860601 2064532910 2075228814 1991278111
2343812277	0 2 1 3 7 8 14 24 23 34 39 68 107 148 115	2102157077 2089417388 2326182477 1828235323 1970859392 2028449087 1995932750 2129074542 1975668090 1998787178 2864234235 2068369912 2567005635 2233094352 2803179443 2066409097 1221812024 2191434124 2611952196 2159926728 2314294895 2513338876 2316029179 2402841808 2236074215 2410164315 1963576676 2609927969 2159648070 2806127508 2808266050 1982870320 2461612385 2321310506 2155764964 2790932336 2790274408 2312295584 2123093624 2005521066 2054784811 2876788937 1995001399 1978353481 2027662001 2520385190 2351103819 2167299728 2785789920 124500772 2462016300 2270770437 2862276301
2687120805	0 1 0 1 3 5 0 8 3 7 9 1 4 20 51 73 71 71 37	2047525349 2046676394 2057311772 2092529149 1988317074 2084343299 2041438387 2036717673 2337840663 2086004554 2008285051 2069697712 1925225514 2057606919 2010793556 2010364426 1985952379 2037347884 1996125733 2012856090 2175941287 2266456665 2337321605 2034824517 1953550451 2527558265 2216889485 2039542756 69486889 2200927028 2807951357 2204106478 2569019150 2243701913 1809361283
2688697630	4 18 62 143 190 268 275 409 233	2099874319 2160656970 2047174621 2864194451 2067682030 2055531267 2047111123 2080478703 1973027584 2087881916 2123904659 2098157349 2005251761 1998571886 2025900516 2148881573 2160596865 2163456723 2038374923 2062090147 2872891716 2854237556 1562151140 1993752355 1978688772 2296503130 2293058369 2218581571 2101338352 2023975183 2051344396 2116295191 2623427496 2220460425 1992828159 2836462137 2008791002 2832446398 2282537201 1596133911 1563368777 2280562613 2857079776 2769211000 2815530423 2879368903 2877964284 2774327138 2816476786 2310937270 2524298833 2142780560 2443344595 2855160967 1532096063 2761752062 2573744919 1777321654 2822333816 2829722515 2031657801 2834016656 2258360294 2847427226 2056430816 2136994409 2789281155 2283842234 1983544878 1534709249 2422444754 2824945207 2578854694 2824639203 2513537764 2130886078 2791479168 1969192270 2802327240 2426466870 2566282629 2567065237 2317289001 2346212518 2824296953 2040533076 2786779763 2011254956 2790192645 1964806791 2421200971 2620863245 1998698156 2621302047 2789405042 2479094379 2502382409 2425121326 2316602658 2316111120 2181991569 2867821290
2778273554	1 2 8 5 8 20 17 12 25 3	2158597222 2014709425 2165488874 2110094930
