id,name,money,institute
0,Nicholas Kotov,610349,Oklahoma State University
1,RAlan Plumb,460785,Massachusetts Institute of Technology
2,Robert Bryant,185359,Duke University
3,David Church,300000,Texas A&M Research Foundation
4,Christopher Scholz,163033,University of Miami
5,John Fornaess,145603,University of Michigan Ann Arbor
9,John Farley,211844,University of Nevada Las Vegas
14,Catherine Page,106278,University of Oregon Eugene
15,Richard Gardner,115491,Western Washington University
16,Alexander Beilinson,59140,Massachusetts Institute of Technology
17,Alexander Braverman,59140,Massachusetts Institute of Technology
18,Sergey Drakunov,200000,Tulane University
19,Fernando Figueroa,200000,Tulane University
20,Enrique Barbieri,200000,Tulane University
22,Timothy Heaton,300000,University of South Dakota Main Campus
23,Marcetta Darensbourg,466998,Texas A&M Research Foundation
24,John Peters,303625,Utah State University
25,Katharina Billups,72000,Fellowships
26,Thomas Theis,2119391,Clarkson University
27,Thomas Holsen,2069501,Clarkson University
28,Maja Bystrom,302513,Drexel University
29,Andrew Dickson,1023275,University of California-San Diego Scripps Inst of Oceanography
30,Paul Robbins,398277,University of California-San Diego Scripps Inst of Oceanography
31,Coleen Pugh,246440,University of Akron
32,Kaye Fealing,50000,Williams College
34,Philip Liu,297953,Cornell University
36,Colin Izzard,433891,SUNY at Albany
37,John Schmidt,433891,SUNY at Albany
38,John Gershenson,99424,Utah State University
39,Michael Caramanis,1162000,Trustees of Boston University
40,Christos Cassandras,1162000,Trustees of Boston University
41,Francis Alexander,1162000,Trustees of Boston University
42,Ioannis Paschalidis,1162000,Trustees of Boston University
43,Joseph Dunn,118300,North Carolina State University
44,Debra Stewart,125978,North Carolina State University
45,Vincent Freeh,125000,University of Notre Dame
46,Sherburne Abbott,120545,National Academy of Sciences
47,Joseph Chappell,10000,University of Kentucky Research Foundation
51,Ethan Allen,1612847,University of Washington
52,Leroy Hood,1612847,University of Washington
53,Charles Laird,1612847,University of Washington
54,Robert Sotak,1612847,University of Washington
55,Rosalind Wise,1612847,University of Washington
61,Jean Filloux,315908,University of California-San Diego Scripps Inst of Oceanography
62,Lawrence Bank,246954,University of Wisconsin-Madison
63,ChingSheng Wu,143100,University of Maryland College Park
64,Donald Jarvis,364467,University of Wyoming
65,Jeff Offutt,200000,George Mason University
66,Daniel Weld,536055,University of Washington
67,Paul Olk,20000,University of Denver
68,Sanjoy Banerjee,5000,University of California-Santa Barbara
69,David Hebert,514124,University of Rhode Island
70,Kyle Crowder,51954,Western Washington University
71,Lucky Tedrow,51954,Western Washington University
72,Ness Shroff,340937,Purdue Research Foundation
73,Julian Talbot,240000,Duquesne University
74,Johnson Olowolafe,80000,University of Delaware
75,Bruce Carney,40171,University of North Carolina at Chapel Hill
76,Helen Parish,225003,University of California-Los Angeles
77,Lawrence Lyons,430003,University of California-Los Angeles
78,Julia Hsu,111283,University of Virginia Main Campus
79,Wentai Liu,603626,North Carolina State University
80,Hubertus Staudigel,348015,University of California-San Diego Scripps Inst of Oceanography
81,Jason PhippsMorgan,348015,University of California-San Diego Scripps Inst of Oceanography
82,RoderickJA Little,216119,University of Michigan Ann Arbor
83,Trivellore Raghunathan,216119,University of Michigan Ann Arbor
84,Alexander Densmore,173760,University of Memphis
85,Michael Ellis,173760,University of Memphis
86,John Sahr,316840,University of Washington
87,Daniel Frye,2138531,Woods Hole Oceanographic Institution
88,Nelson Hogg,2138531,Woods Hole Oceanographic Institution
89,Kirby Kemper,617500,Michigan State University
90,Steven VanSciver,617500,Michigan State University
91,Gregers Hansen,617500,Michigan State University
92,Bradley Sherrill,622620,Michigan State University
93,Michael Thoennessen,617500,Michigan State University
95,SukWah TamChang,372260,Board of Regents, NSHE, obo University of Nevada, Reno
96,James Grotberg,161500,University of Michigan Ann Arbor
97,David DeMaster,313636,North Carolina State University
98,Elizabeth Stuart,340517,University of Massachusetts Amherst
99,Shiladitya DasSarma,642281,University of Massachusetts Amherst
100,Joanne Davila,18000,University of California-Los Angeles
101,Jeanguy Schilling,219771,University of Rhode Island
102,Barbara Kelly,50000,University of Colorado at Boulder
104,Michael Scott,416000,University of Florida
105,Robert Dunbar,462484,Stanford University
106,Brian Conrad,99321,Harvard University
107,Shari Kelley,143302,New Mexico Institute of Mining and Technology
109,Christopher Bishop,234834,SUNY at Stony Brook
110,Barry Carpenter,384000,Cornell University
111,Joni Johnson,81000,New Mexico State University
112,Joan Gosink,75000,Colorado School of Mines
113,Terence Parker,75000,Colorado School of Mines
114,Robert King,75000,Colorado School of Mines
115,Jon Moore,273997,University of Virginia Main Campus
116,Doris Wilsdorf,273997,University of Virginia Main Campus
117,Edgar Starke,273997,University of Virginia Main Campus
118,Elfatih Eltahir,337382,Massachusetts Institute of Technology
119,Richard Higgins,400000,Georgia Tech Research Corporation
120,Rao Tummala,400000,Georgia Tech Research Corporation
121,Patricia McDougall,400000,Georgia Tech Research Corporation
124,Shuzo Takahashi,90000,CA Fellowships
125,John Dempsey,435870,Clarkson University
127,Kameshwar Wali,16500,Syracuse University
128,Greg Sitz,296000,University of Texas at Austin
129,Gene Likens,458996,Institute of Ecosystem Studies
130,Jeffrey Spring,253000,University of Louisiana at Lafayette
131,Bruce Felgenhauer,253000,University of Louisiana at Lafayette
132,Laurie Geller,25000,National Academy of Sciences
133,George Cargill,126955,Lehigh University
134,Walter Drugan,150000,University of Wisconsin-Madison
135,Shihab Shamma,185780,University of Maryland College Park
136,Robert Tucker,260000,Washington University
137,Arun Gokhale,681047,Georgia Tech Research Corporation
138,Dinko Pocanic,595600,University of Virginia Main Campus
139,John Kagel,401684,University of Pittsburgh
140,Hidehiko Ichimura,288144,University of Pittsburgh
141,JeanFrancois Richard,288144,University of Pittsburgh
142,Peter Gordon,235332,University of Southern California
143,James Moore,235332,University of Southern California
144,Harry Richardson,235332,University of Southern California
145,Bruce Peterson,3596659,Marine Biological Laboratory
146,Brian Fry,823000,Marine Biological Laboratory
147,Linda Deegan,823000,Marine Biological Laboratory
148,Joseph Vallino,952741,Marine Biological Laboratory
149,Dimitris Politis,2452,University of California-San Diego
150,Donald Currey,467071,University of Utah
151,Marjorie Chan,467071,University of Utah
152,Paul Berry,11700,University of Wisconsin-Madison
153,Carlo Parravano,1779659,University of Pennsylvania
154,Teresa Pica,1779659,University of Pennsylvania
155,Nancy Streim,1779659,University of Pennsylvania
156,Barry Nelson,123150,Northwestern University
157,Matthew Platz,432700,Ohio State University Research Foundation -DO NOT USE
158,Christine Li,311000,Trustees of Boston University
159,David Wah,42800,Fellowships
160,Larry Oppliger,67787,Western Michigan University
161,Victor Reiner,91210,University of Minnesota-Twin Cities
164,Richard Gordon,199381,William Marsh Rice University
165,Ray Habermann,89338,University of Colorado at Boulder
166,Peter Henderson,313215,National Academy of Sciences
167,Edwin Vedejs,350000,University of Michigan Ann Arbor
168,Kei Lau,277409,University of Massachusetts Amherst
169,Neal Anderson,277409,University of Massachusetts Amherst
170,Raghavan Manmatha,193728,University of Massachusetts Amherst
171,James Allan,193728,University of Massachusetts Amherst
172,WBruce Croft,193728,University of Massachusetts Amherst
173,Jamie Callan,367050,University of Massachusetts Amherst
174,Atam Dhawan,200000,New Jersey Institute of Technology
175,Ali Akansu,200000,New Jersey Institute of Technology
181,Jun Shao,59673,University of Wisconsin-Madison
182,Michael Cross,270000,California Institute of Technology
183,Karen Mesce,169654,University of Minnesota-Twin Cities
184,Burke Hales,257464,Oregon State University
189,Larry Wolf,44640,Syracuse University
190,William Starmer,44640,Syracuse University
191,Scott Pitnick,254640,Syracuse University
192,Michal Polak,44640,Syracuse University
193,N Gopalswamy,70000,Catholic University of America
194,Alex Pothen,69009,Old Dominion University Research Foundation
195,Jesse Nicholson,209000,Howard University
196,TMark Harrison,400231,University of California-Los Angeles
197,Kevin McKeegan,285231,University of California-Los Angeles
198,Mary Reid,285231,University of California-Los Angeles
199,Ilhan Aksay,25560,Princeton University
200,Joseph DeSimone,36117733,University of North Carolina at Chapel Hill
201,George Roberts,36117733,University of North Carolina at Chapel Hill
202,Karen Kleinspehn,160192,University of Minnesota-Twin Cities
203,John Donoghue,1210000,University of Massachusetts Amherst
204,Eugene Golowich,1210000,University of Massachusetts Amherst
205,Jennie Traschen,1210000,University of Massachusetts Amherst
206,David Kastor,1210000,University of Massachusetts Amherst
207,Barry Holstein,1210000,University of Massachusetts Amherst
209,RTyrrell Rockafellar,115548,University of Washington
210,Panos Chrysanthis,232419,University of Pittsburgh
211,Sherif ElTawil,212227,University of Central Florida
212,Vivian Weil,440986,Indiana University
213,KarenMT Muskavitch,440986,Indiana University
214,Deborah Johnson,440986,Indiana University
215,Brian Schrag,440986,Indiana University
216,Michael Pritchard,440986,Indiana University
217,PAarne Vesilind,440986,Indiana University
218,Krzysztof Matyjaszewski,457500,Carnegie-Mellon University
219,Duane Gruber,19000,University of California-San Diego
220,Richard Rothschild,19000,University of California-San Diego
221,Donald Kimmel,37846,Davidson College
222,John Williamson,37846,Davidson College
223,Patricia Peroni,37846,Davidson College
224,AMalcolm Campbell,37846,Davidson College
225,Linda McNally,37846,Davidson College
226,An Yin,230000,University of California-Los Angeles
227,Victor Golla,7726,University of California-Davis
228,Aram Yengoyan,7726,University of California-Davis
232,Juan Lopez,48000,Pennsylvania State Univ University Park
233,Lawrence Kaplan,34750,Williams College
236,Charles Smith,33595,University of Mississippi
237,Ahmed Kishk,195206,University of Mississippi
238,Yossi Chait,219733,University of Massachusetts Amherst
239,Christopher Hollot,219733,University of Massachusetts Amherst
240,Dean Bottino,400000,University of Utah
241,Hans Othmer,400000,University of Utah
242,Eirikur Palsson,400000,University of Utah
243,Owen Lynch,10860,New York University
244,James Powell,10500,Utah State University
245,Susan DeBari,31512,Western Washington University
246,James Bower,674384,California Institute of Technology
247,Alan Jones,368412,University of North Carolina at Chapel Hill
248,Christopher Dede,19739,George Mason University
249,Anita Best,19739,George Mason University
250,Roger Colcord,55561,Bowling Green State University
251,Ronald Scherer,55561,Bowling Green State University
252,Linda Petrosino,55561,Bowling Green State University
253,Carolyn Ferguson,80000,Fellowships
254,Sherry Jarrell,77553,Georgia State University
255,Harold Stowell,139268,University of Alabama Tuscaloosa
256,Dennis Harry,139268,University of Alabama Tuscaloosa
257,BGillian Turgeon,336666,Cornell Univ - State: AWDS MADE PRIOR MAY 2010
258,Michael Mozer,800000,University of Colorado at Boulder
259,Akira Miyake,800000,University of Colorado at Boulder
260,Randall OReilly,800000,University of Colorado at Boulder
261,Yuko Munakata,800000,University of Colorado at Boulder
262,Mark Suchman,7500,University of Wisconsin-Madison
264,Douglas Lauffenburger,15992091,Massachusetts Institute of Technology
265,Daniel Wang,15945407,Massachusetts Institute of Technology
266,Linda Griffith,15945407,Massachusetts Institute of Technology
268,David Kimbrough,36000,San Diego State University Foundation
269,Thomas Owens,221864,University of South Carolina at Columbia
270,Irfan Essa,375304,Georgia Tech Research Corporation
271,Colin Potts,120000,Georgia Tech Research Corporation
272,Elizabeth Mynatt,120000,Georgia Tech Research Corporation
273,JonSpencer Rugaber,120000,Georgia Tech Research Corporation
274,Umakishore Ramachandran,335304,Georgia Tech Research Corporation
275,Gregory Abowd,335304,Georgia Tech Research Corporation
276,Thad Starner,120000,Georgia Tech Research Corporation
277,Blair MacIntyre,120000,Georgia Tech Research Corporation
278,Martin Ribarsky,120000,Georgia Tech Research Corporation
279,Christopher Atkeson,375304,Georgia Tech Research Corporation
280,JCasey Moore,216116,University of California-Santa Cruz
281,Linda Bourque,298404,University of California-Los Angeles
282,Steven Rottman,298404,University of California-Los Angeles
283,Kimberley Shoaf,298404,University of California-Los Angeles
284,Judith Siegel,298404,University of California-Los Angeles
285,Michael Bisset,11200,Fellowships
286,Adolpho NavarroSiguenza,600083,University of Kansas Center for Research Inc
287,David Stockwell,980386,University of Kansas Center for Research Inc
288,David Vieglais,614287,University of Kansas Center for Research Inc
289,ATownsend Peterson,671665,University of Kansas Center for Research Inc
291,Linda Guarino,208000,Texas A&M Research Foundation
292,Dorothy Shippen,208000,Texas A&M Research Foundation
293,Alice Smith,363526,University of Pittsburgh
294,Frank Rizzo,363526,University of Pittsburgh
295,Ian Nettleship,363526,University of Pittsburgh
299,Timothy Lyons,299939,University of Missouri-Columbia
300,Harry Sanabria,10838,University of Pittsburgh
301,Paul Sides,100000,Carnegie-Mellon University
302,David Sholl,262000,Carnegie-Mellon University
303,Iwao Ojima,41140,SUNY at Stony Brook
304,James Valles,325000,Brown University
305,Clement Yu,280686,University of Illinois at Chicago
306,Ouri Wolfson,292686,University of Illinois at Chicago
307,Jennifer Croissant,124808,University of Arizona
308,WPatrick McCray,48197,University of Arizona
309,Mark Cooper,300000,University of Washington
310,Barbara Wakimoto,822496,University of Washington
311,Robert Paine,283000,University of New Mexico
312,Abhaya Datye,613789,University of New Mexico
313,William Kroenke,250000,University of New Mexico
314,Leszek Czarnecki,126547,Louisiana State University & Agricultural and Mechanical College
315,Cherri Pancake,872300,Oregon State University
316,Susan Stafford,872300,Oregon State University
317,Deborah Smith,603764,Woods Hole Oceanographic Institution
319,Nariman Farvardin,137237,University of Maryland College Park
320,Agis Iliadis,137237,University of Maryland College Park
321,Rajeshwar Sharma,62237,University of Maryland College Park
322,Ratnakar Vispute,62237,University of Maryland College Park
324,Edward Hackett,437244,Arizona State University
325,Pablo Iglesias,219578,Johns Hopkins University
326,Kenneth Lohmann,164050,University of North Carolina at Chapel Hill
327,Gregory Bothun,25962,University of Oregon Eugene
328,Peter Sercel,25962,University of Oregon Eugene
329,John Delaney,391381,University of Washington
330,Deborah Kelley,341627,University of Washington
331,Uwe Bunz,655000,University of South Carolina at Columbia
332,Catherine Murphy,498500,University of South Carolina at Columbia
333,RBruce Dunlap,478750,University of South Carolina at Columbia
334,James Tour,736000,University of South Carolina at Columbia
335,Richard OConnell,200000,Harvard University
336,Jordi Gali,368464,New York University
337,Mark Gertler,368464,New York University
338,SNoor Mohammad,93950,Howard University
339,Ben OShaughnessy,199000,Columbia University
340,Lark Claassen,414824,University of Maryland Baltimore County
341,Phillip Sokolove,414824,University of Maryland Baltimore County
345,Antonio Lasaga,65600,Yale University
346,Jay Ague,133991,Yale University
347,Danny Rye,65600,Yale University
348,James Eckert,65600,Yale University
349,Mark Brandon,133991,Yale University
350,Karl Turekian,65600,Yale University
351,Phillip Ihinger,65600,Yale University
352,Susan Postawko,627538,University of Oklahoma Norman Campus
353,Mark Morrissey,627538,University of Oklahoma Norman Campus
354,Andrew Wood,627538,University of Oklahoma Norman Campus
355,MVRajeev Gowda,627538,University of Oklahoma Norman Campus
356,Jeffrey Park,248117,Yale University
357,Vadim Levin,248117,Yale University
360,Gregg Rothermel,931295,Oregon State University
361,Curtis Cook,909553,Oregon State University
362,Margaret Burnett,909553,Oregon State University
364,Robin Pemantle,62608,University of Wisconsin-Madison
365,Marc Hirschmann,580678,University of Minnesota-Twin Cities
366,Kirk McIntosh,115131,University of Texas at Austin
367,Janette Boughman,45800,Fellowships
368,Peter Kelemen,530000,Woods Hole Oceanographic Institution
369,Donald Mitchell,60363,Syracuse University
370,Ilya Raskin,300000,Rutgers University New Brunswick
371,Obed Norman,294585,Washington State University
373,Curtis Marean,11976,SUNY at Stony Brook
375,Thomas Drabek,350940,University of Denver
376,Bernardo Cockburn,180225,University of Minnesota-Twin Cities
377,MPinar Menguc,47300,University of Kentucky Research Foundation
378,Lee Mosher,93430,Rutgers University New Brunswick
379,Ernest Brannon,271615,University of Idaho
380,Steven Brunsfeld,271615,University of Idaho
381,Lisette Waits,271615,University of Idaho
382,Mark Kurz,763899,Woods Hole Oceanographic Institution
383,Stanley Hart,848474,Woods Hole Oceanographic Institution
384,Martin Goldman,318821,University of Colorado at Boulder
385,David Newman,240000,University of Colorado at Boulder
386,Juhn Liou,178094,Stanford University
387,Michal Borkovec,218291,Clarkson University
388,Yuan Lou,53295,University of Chicago
392,David White,485926,University of Tennessee Knoxville
393,Robert Burkhalter,485926,University of Tennessee Knoxville
394,Sarah Macnaughton,485926,University of Tennessee Knoxville
395,John Stephen,485926,University of Tennessee Knoxville
396,Laura Landweber,500000,Princeton University
397,Peter Copeland,23396,University of Houston
398,Laurent SaloffCoste,147563,Cornell University
399,Vijay Vittal,248431,Iowa State University
400,Mustafa Khammash,248431,Iowa State University
401,MStanley Whittingham,329780,SUNY at Binghamton
403,Michael Keane,61416,University of Minnesota-Twin Cities
404,Herve Moulin,110025,Duke University
405,Gary Rosenberg,411653,Academy of Natural Sciences Philadelphia
406,Matthew Augustine,40000,University of California-Davis
407,Thomas Park,560152,University of Arizona
408,Stuart Marsh,560152,University of Arizona
409,Amadou Thiam,560152,University of Arizona
410,Gary Christopherson,560152,University of Arizona
411,Mamadou Baro,560152,University of Arizona
412,P Kolattukudy,300000,Ohio State University
413,Daoxin Li,300000,Ohio State University
414,Freeman Hrabowski,347274,University of Maryland Baltimore County
415,Kenneth Maton,347274,University of Maryland Baltimore County
416,Peter Rossky,397000,University of Texas at Austin
418,Glenn Fredrickson,595000,University of California-Santa Barbara
420,Judy Walker,10000,University of Nebraska-Lincoln
