source,target
2,436
2,2412
2,2414
2,2758
436,2412
436,2414
436,2758
2412,2414
2412,2758
2414,2758
3,93
3,94
3,104
3,130
3,131
3,153
3,215
3,237
3,356
3,407
3,425
3,478
3,519
3,520
3,637
3,680
3,884
3,925
3,928
3,977
3,1017
3,1089
3,1123
3,1147
3,1199
3,1291
3,1299
3,1395
3,1523
3,1656
3,1729
3,1730
3,1772
3,1848
3,1894
3,1901
3,2058
3,2059
3,2101
3,2102
3,2109
3,2137
3,2197
3,2198
3,2261
3,2303
3,2331
3,2355
3,2358
3,2366
3,2373
3,2449
3,2589
3,2598
3,2705
3,2706
3,2707
3,2739
3,2875
3,2894
3,2988
3,2998
3,3003
3,3029
3,3051
3,3140
3,3141
3,3190
3,3236
3,3241
3,3267
3,3348
3,3365
3,3586
3,3594
3,3605
3,3643
3,3674
3,3678
3,3705
3,3752
3,3816
3,3828
3,3901
3,3972
3,4015
3,4035
3,4062
93,94
93,104
93,130
93,131
93,153
93,215
93,237
93,356
93,407
93,425
93,478
93,519
93,520
93,637
93,680
93,884
93,925
93,928
93,977
93,1017
93,1089
93,1123
93,1147
93,1199
93,1291
93,1299
93,1395
93,1523
93,1656
93,1729
93,1730
93,1772
93,1848
93,1894
93,1901
93,2058
93,2059
93,2101
93,2102
93,2109
93,2137
93,2197
93,2198
93,2261
93,2303
93,2331
93,2355
93,2358
93,2366
93,2373
93,2449
93,2589
93,2598
93,2705
93,2706
93,2707
93,2739
93,2875
93,2894
93,2988
93,2998
93,3003
93,3029
93,3051
93,3140
93,3141
93,3190
93,3236
93,3241
93,3267
93,3348
93,3365
93,3586
93,3594
93,3605
93,3643
93,3674
93,3678
93,3705
93,3752
93,3816
93,3828
93,3901
93,3972
93,4015
93,4035
93,4062
94,104
94,130
94,131
94,153
94,215
94,237
94,356
94,407
94,425
94,478
94,519
94,520
94,637
94,680
94,884
94,925
94,928
94,977
94,1017
94,1089
94,1123
94,1147
94,1199
94,1291
94,1299
94,1395
94,1523
94,1656
94,1729
94,1730
94,1772
94,1848
94,1894
94,1901
94,2058
94,2059
94,2101
94,2102
94,2109
94,2137
94,2197
94,2198
94,2261
94,2303
94,2331
94,2355
94,2358
94,2366
94,2373
94,2449
94,2589
94,2598
94,2705
94,2706
94,2707
94,2739
94,2875
94,2894
94,2988
94,2998
94,3003
94,3029
94,3051
94,3140
94,3141
94,3190
94,3236
94,3241
94,3267
94,3348
94,3365
94,3586
94,3594
94,3605
94,3643
94,3674
94,3678
94,3705
94,3752
94,3816
94,3828
94,3901
94,3972
94,4015
94,4035
94,4062
104,130
104,131
104,153
104,215
104,237
104,356
104,407
104,425
104,478
104,519
104,520
104,637
104,680
104,884
104,925
104,928
104,977
104,1017
104,1089
104,1123
104,1147
104,1199
104,1291
104,1299
104,1395
104,1523
104,1656
104,1729
104,1730
104,1772
104,1848
104,1894
104,1901
104,2058
104,2059
104,2101
104,2102
104,2109
104,2137
104,2197
104,2198
104,2261
104,2303
104,2331
104,2355
104,2358
104,2366
104,2373
104,2449
104,2589
104,2598
104,2705
104,2706
104,2707
104,2739
104,2875
104,2894
104,2988
104,2998
104,3003
104,3029
104,3051
104,3140
104,3141
104,3190
104,3236
104,3241
104,3267
104,3348
104,3365
104,3586
104,3594
104,3605
104,3643
104,3674
104,3678
104,3705
104,3752
104,3816
104,3828
104,3901
104,3972
104,4015
104,4035
104,4062
130,131
130,153
130,215
130,237
130,356
130,407
130,425
130,478
130,519
130,520
130,637
130,680
130,884
130,925
130,928
130,977
130,1017
130,1089
130,1123
130,1147
130,1199
130,1291
130,1299
130,1395
130,1523
130,1656
130,1729
130,1730
130,1772
130,1848
130,1894
130,1901
130,2058
130,2059
130,2101
130,2102
130,2109
130,2137
130,2197
130,2198
130,2261
130,2303
130,2331
130,2355
130,2358
130,2366
130,2373
130,2449
130,2589
130,2598
130,2705
130,2706
130,2707
130,2739
130,2875
130,2894
130,2988
130,2998
130,3003
130,3029
130,3051
130,3140
130,3141
130,3190
130,3236
130,3241
130,3267
130,3348
130,3365
130,3586
130,3594
130,3605
130,3643
130,3674
130,3678
130,3705
130,3752
130,3816
