id,name,money,institute
0,Pierre Demarque,230900,Yale University
1,none DATANOTAVAILABLE,1333,Travel Award
3,Myron Good,638600,SUNY at Stony Brook
4,Harrison Shull,344200,Indiana University
5,James Dahlberg,183000,University of Wisconsin-Madison
7,John Whitehead,163200,Woods Hole Oceanographic Institution
8,Seymour Geller,172000,University of Colorado at Boulder
9,David Jenkins,325000,Virginia Polytechnic Institute and State University
10,Dennis Moore,122100,Nova Southeastern University
12,William Lucas,79900,Mathematical Association of America
14,Winfred Berg,154000,National Research Council
15,Robert Uffen,43000,Michigan State University
16,Anne Keatley,1073500,National Academy of Sciences
17,Joseph Smith,178800,University of Chicago
18,Robert Clayton,178800,University of Chicago
19,none DATANOTAVAILABLE,100400,Florida State University
20,John Bradbury,34500,Florida State University
21,Andrew Moldenke,47500,University of California-Santa Cruz
22,Robertson Dinsmore,313000,Woods Hole Oceanographic Institution
23,none DATANOTAVAILABLE,604,Trustees of Boston University
25,Michael Wells,40000,University of Arizona
27,Robert Park,1800300,University of Maryland College Park
28,none DATANOTAVAILABLE,54732,National Academy of Sciences
29,Raymon Glantz,83900,William Marsh Rice University
30,Hubert Barnes,107500,Pennsylvania State Univ University Park
31,Norman Bishop,86600,Oregon State University
32,Kwangjai Park,76400,University of Oregon Eugene
33,Lois Defleur,30500,Washington State University
35,Oscar Touster,169500,Vanderbilt University
36,Adon Gordus,269400,University of Michigan Ann Arbor
37,Malcolm Beasley,1085300,Stanford University
38,Theodore Geballe,1085300,Stanford University
39,Gregory Yeh,45500,University of Michigan Ann Arbor
40,Frank Filisko,45500,University of Michigan Ann Arbor
41,Robert Gerard,1281500,Columbia University Lamont Doherty Earth Observatory
42,Samuel Douglas,91986,Grambling State University
43,Shashanka Mitra,79700,University of Rhode Island
44,Stephen Letcher,79700,University of Rhode Island
46,William Prothero,269600,University of California-San Diego
47,James Brune,269600,University of California-San Diego
48,W Statton,85900,University of Utah
49,Ernest Chu,108400,University of Michigan Ann Arbor
51,Thomas Schopf,58200,University of Chicago
52,MayBeth Givan,49300,Department of Army Cold Regions Research & Engineering Lab
