id,name,money,institute
0,E Rowna,4664997,National Academy of Sciences
1,none DATANOTAVAILABLE,4286235,University of California-Berkeley
2,Robert Karplus,4286235,University of California-Berkeley
3,Felix Rimberg,4286235,University of California-Berkeley
4,Mark Wimbush,4286235,University of California-Berkeley
5,Franz Frederick,4286235,University of California-Berkeley
6,Robert Green,1736240,National Academy of Sciences
7,none DATANOTAVAILABLE,21500,National Academy of Sciences
8,George Wood,21500,National Academy of Sciences
9,Jeremy Taylor,276490,National Council of Teachers of Mathematics
10,Frank Ruddy,276490,National Council of Teachers of Mathematics
11,none DATANOTAVAILABLE,70400,National Research Council
12,Jeremy Taylor,0,Massachusetts Institute of Technology
13,none DATANOTAVAILABLE,363400,Columbia University
14,Pembroke Hart,2668355,National Academy of Sciences
15,none none,0,DATA NOT AVAILABLE
16,Lawrence Mitchell,10004793,National Academy of Sciences
17,Jeremy Taylor,0,Education Development Center
18,Charles Hitchock,653685,American Geographical Society
19,John Sievers,2647150,National Research Council
20,Richard Dow,456505,National Academy of Sciences
21,Lockhart Mummery,831300,American Express Company
22,Charles Reed,301790,National Academy of Sciences
23,Jeremy Taylor,2507640,American Sociological Assoc
24,Betty Vetter,44120,National Academy of Sciences
25,Arthur Vetter,44120,National Academy of Sciences
26,Richard Vetter,59000,National Academy of Sciences
27,Jeremy Taylor,0,Association of American Geographers
28,Louis Degoes,2224050,National Academy of Sciences
29,MayBeth Givan,15000,DATA NOT AVAILABLE
