source,target
1,104
1,192
1,521
1,683
1,1384
1,1617
1,1630
1,1795
1,2072
1,2227
1,2234
1,2729
1,2802
1,3208
1,3263
1,3344
1,3483
1,3506
1,3658
1,3735
1,4557
1,4968
1,4969
1,5200
1,5201
1,5766
1,5767
1,5847
1,6247
1,6314
1,6315
1,6316
1,6829
1,6830
1,6855
1,6956
1,7045
1,7294
1,7486
1,7492
1,7493
104,192
104,521
104,683
104,1384
104,1617
104,1630
104,1795
104,2072
104,2227
104,2234
104,2729
104,2802
104,3208
104,3263
104,3344
104,3483
104,3506
104,3658
104,3735
104,4557
104,4968
104,4969
104,5200
104,5201
104,5766
104,5767
104,5847
104,6247
104,6314
104,6315
104,6316
104,6829
104,6830
104,6855
104,6956
104,7045
104,7294
104,7486
104,7492
104,7493
192,521
192,683
192,1384
192,1617
192,1630
192,1795
192,2072
192,2227
192,2234
192,2729
192,2802
192,3208
192,3263
192,3344
192,3483
192,3506
192,3658
192,3735
192,4557
192,4968
192,4969
192,5200
192,5201
192,5766
192,5767
192,5847
192,6247
192,6314
192,6315
192,6316
192,6829
192,6830
192,6855
192,6956
192,7045
192,7294
192,7486
192,7492
192,7493
521,683
521,1384
521,1617
521,1630
521,1795
521,2072
521,2227
521,2234
521,2729
521,2802
521,3208
521,3263
521,3344
521,3483
521,3506
521,3658
521,3735
521,4557
521,4968
521,4969
521,5200
521,5201
521,5766
521,5767
521,5847
521,6247
521,6314
521,6315
521,6316
521,6829
521,6830
521,6855
521,6956
521,7045
521,7294
521,7486
521,7492
521,7493
683,1384
683,1617
683,1630
683,1795
683,2072
683,2227
683,2234
683,2729
683,2802
683,3208
683,3263
683,3344
683,3483
683,3506
683,3658
683,3735
683,4557
683,4968
683,4969
683,5200
683,5201
683,5766
683,5767
683,5847
683,6247
683,6314
683,6315
683,6316
683,6829
683,6830
683,6855
683,6956
683,7045
683,7294
683,7486
683,7492
683,7493
1384,1617
1384,1630
1384,1795
1384,2072
1384,2227
1384,2234
1384,2729
1384,2802
1384,3208
1384,3263
1384,3344
1384,3483
1384,3506
1384,3658
1384,3735
1384,4557
1384,4968
1384,4969
1384,5200
1384,5201
1384,5766
1384,5767
1384,5847
1384,6247
1384,6314
1384,6315
1384,6316
1384,6829
1384,6830
1384,6855
1384,6956
1384,7045
1384,7294
1384,7486
1384,7492
1384,7493
1617,1630
1617,1795
1617,2072
1617,2227
1617,2234
1617,2729
1617,2802
1617,3208
1617,3263
1617,3344
1617,3483
1617,3506
1617,3658
1617,3735
1617,4557
1617,4968
1617,4969
1617,5200
1617,5201
1617,5766
1617,5767
1617,5847
1617,6247
1617,6314
1617,6315
1617,6316
1617,6829
1617,6830
1617,6855
1617,6956
1617,7045
1617,7294
1617,7486
1617,7492
1617,7493
1630,1795
1630,2072
1630,2227
1630,2234
1630,2729
1630,2802
1630,3208
1630,3263
1630,3344
1630,3483
1630,3506
1630,3658
1630,3735
1630,4557
1630,4968
1630,4969
1630,5200
1630,5201
1630,5766
1630,5767
1630,5847
1630,6247
1630,6314
1630,6315
1630,6316
1630,6829
1630,6830
1630,6855
1630,6956
1630,7045
1630,7294
1630,7486
1630,7492
1630,7493
1795,2072
1795,2227
1795,2234
1795,2729
1795,2802
1795,3208
1795,3263
1795,3344
1795,3483
1795,3506
1795,3658
1795,3735
1795,4557
1795,4968
1795,4969
1795,5200
1795,5201
1795,5766
1795,5767
1795,5847
1795,6247
1795,6314
1795,6315
1795,6316
