source,target
0,53
0,253
0,492
0,623
0,736
0,914
0,915
0,1087
0,1280
0,1474
0,1519
0,1603
0,2402
0,2508
0,2971
0,3286
0,3509
0,3899
0,3921
0,4009
0,4337
0,4548
0,4609
0,4729
0,5044
0,5186
53,253
53,492
53,623
53,736
53,914
53,915
53,1087
53,1280
53,1474
53,1519
53,1603
53,2402
53,2508
53,2971
53,3286
53,3509
53,3899
53,3921
53,4009
53,4337
53,4548
53,4609
53,4729
53,5044
53,5186
253,492
253,623
253,736
253,914
253,915
253,1087
253,1280
253,1474
253,1519
253,1603
253,2402
253,2508
253,2971
253,3286
253,3509
253,3899
253,3921
253,4009
253,4337
253,4548
253,4609
253,4729
253,5044
253,5186
492,623
492,736
492,914
492,915
492,1087
492,1280
492,1474
492,1519
492,1603
492,2402
492,2508
492,2971
492,3286
492,3509
492,3899
492,3921
492,4009
492,4337
492,4548
492,4609
492,4729
492,5044
492,5186
623,736
623,914
623,915
623,1087
623,1280
623,1474
623,1519
623,1603
623,2402
623,2508
623,2971
623,3286
623,3509
623,3899
623,3921
623,4009
623,4337
623,4548
623,4609
623,4729
623,5044
623,5186
736,914
736,915
736,1087
736,1280
736,1474
736,1519
736,1603
736,2402
736,2508
736,2971
736,3286
736,3509
736,3899
736,3921
736,4009
736,4337
736,4548
736,4609
736,4729
736,5044
736,5186
914,915
914,1087
914,1280
914,1474
914,1519
914,1603
914,2402
914,2508
914,2971
914,3286
914,3509
914,3899
914,3921
914,4009
914,4337
914,4548
914,4609
914,4729
914,5044
914,5186
915,1087
915,1280
915,1474
915,1519
915,1603
915,2402
915,2508
915,2971
915,3286
915,3509
915,3899
915,3921
915,4009
915,4337
915,4548
915,4609
915,4729
915,5044
915,5186
1087,1280
1087,1474
1087,1519
1087,1603
1087,2402
1087,2508
1087,2971
1087,3286
1087,3509
1087,3899
1087,3921
1087,4009
1087,4337
1087,4548
1087,4609
1087,4729
1087,5044
1087,5186
1280,1474
1280,1519
1280,1603
1280,2402
1280,2508
1280,2971
1280,3286
1280,3509
1280,3899
1280,3921
1280,4009
1280,4337
1280,4548
1280,4609
1280,4729
1280,5044
1280,5186
1474,1519
1474,1603
1474,2402
1474,2508
1474,2971
1474,3286
1474,3509
1474,3899
1474,3921
1474,4009
1474,4337
1474,4548
1474,4609
1474,4729
1474,5044
1474,5186
1519,1603
1519,2402
1519,2508
1519,2971
1519,3286
1519,3509
1519,3899
1519,3921
1519,4009
1519,4337
1519,4548
1519,4609
1519,4729
1519,5044
1519,5186
1603,2402
1603,2508
1603,2971
1603,3286
1603,3509
1603,3899
1603,3921
1603,4009
1603,4337
1603,4548
1603,4609
1603,4729
1603,5044
1603,5186
2402,2508
2402,2971
2402,3286
2402,3509
2402,3899
2402,3921
2402,4009
2402,4337
2402,4548
2402,4609
2402,4729
2402,5044
2402,5186
2508,2971
2508,3286
2508,3509
2508,3899
2508,3921
2508,4009
2508,4337
2508,4548
2508,4609
2508,4729
2508,5044
2508,5186
2971,3286
2971,3509
2971,3899
2971,3921
2971,4009
2971,4337
2971,4548
2971,4609
2971,4729
2971,5044
2971,5186
3286,3509
3286,3899
3286,3921
3286,4009
3286,4337
3286,4548
3286,4609
3286,4729
3286,5044
3286,5186
3509,3899
3509,3921
3509,4009
3509,4337
3509,4548
3509,4609
3509,4729
3509,5044
3509,5186
3899,3921
3899,4009
3899,4337
3899,4548
3899,4609
3899,4729
3899,5044
3899,5186
3921,4009
3921,4337
3921,4548
3921,4609
3921,4729
3921,5044
3921,5186
4009,4337
4009,4548
4009,4609
4009,4729
4009,5044
4009,5186
4337,4548
4337,4609
4337,4729
4337,5044
4337,5186
4548,4609
4548,4729
4548,5044
4548,5186
4609,4729
4609,5044
4609,5186
4729,5044
4729,5186
5044,5186
1,448
1,468
1,489
1,1665
1,1793
1,2212
1,2254
1,2894
1,3444
1,4230
1,5351
1,6000
448,468
448,489
448,1665
448,1793
448,2212
448,2254
448,2894
448,3444
448,4230
448,5351
448,6000
468,489
468,1665
468,1793
468,2212
468,2254
468,2894
468,3444
468,4230
468,5351
468,6000
489,1665
489,1793
489,2212
489,2254
489,2894
489,3444
489,4230
489,5351
489,6000
1665,1793
1665,2212
1665,2254
1665,2894
1665,3444
1665,4230
1665,5351
1665,6000
1793,2212
1793,2254
1793,2894
1793,3444
1793,4230
1793,5351
1793,6000
2212,2254
2212,2894
2212,3444
2212,4230
2212,5351
2212,6000
2254,2894
2254,3444
2254,4230
2254,5351
2254,6000
2894,3444
