id,name,money,institute
2,Jeremy Taylor,13200,Emory University
3,Watson Laetsch,313743,University of California-Berkeley
4,John Bailey,30300,George Washington University
5,Alvin Harman,100200,Rand Corporation
6,W Rochow,147400,Cornell Univ - State: AWDS MADE PRIOR MAY 2010
8,Harvey Garn,554600,Urban Institute
9,Bruce Arden,245200,Princeton University
10,Raymond Smith,59200,University of Chicago
11,Richard Temkin,175000,Massachusetts Institute of Technology
12,Benjamin Lax,682000,Massachusetts Institute of Technology
13,Ward Halverson,175000,Massachusetts Institute of Technology
14,Margaret Langdon,49300,University of California-San Diego
15,Gary Powers,63500,Carnegie-Mellon University
16,Robert Rutford,0,University of Nebraska-Lincoln
17,Gleb Mamantov,108000,University of Tennessee Knoxville
18,Robert Newton,201200,University of Chicago
19,William Pirkle,84400,University of Illinois at Urbana-Champaign
20,Reinhard Schultz,25300,Purdue University
21,Robert Thurston,60500,Montana State University
22,C RussoRosemarie,60500,Montana State University
23,James Shirk,89200,Illinois Institute of Technology
24,John Bogdanoff,574400,Purdue University
25,Clark Glymour,28600,Princeton University
26,DTerence Langendoen,1500,CUNY Graduate School University Center
27,Theodore Wu,190400,California Institute of Technology
28,John Hower,50000,Case Western Reserve University
29,William Vogt,75800,University of Pittsburgh
30,Robert Fristrom,317700,Johns Hopkins University
31,Arthur Nowick,75600,Columbia University
32,Richard Bersohn,106000,Columbia University
33,Nelson Gillis,600,Travel Award
34,F Mathews,60000,Washington University School of Medicine
35,Jonathan Wittenberg,32100,Yeshiva University, Albert Einstein College of Medicine
36,Paul Greengard,270000,Yale University
39,Daniel Atkins,88700,University of Michigan Ann Arbor
40,Stanley Wilson,51700,Oregon State University
41,a YesseninVolpin,34700,Trustees of Boston University
42,none DATANOTAVAILABLE,120300,Ohio State University
44,Azriel Rosenfeld,73400,University of Maryland College Park
45,William Petrie,5000,National Research Council
46,George Carter,18840,University of Illinois at Urbana-Champaign
47,Bernhardt Wuensch,66600,Massachusetts Institute of Technology
50,Frank Collins,17000,University of Texas at Austin
52,Arthur Menikoff,25500,Johns Hopkins University
53,none DATANOTAVAILABLE,973300,University of Washington
54,Robert Houze,821200,University of Washington
56,Henry Bull,100000,University of Iowa
58,Milton Lodge,256500,SUNY at Stony Brook
59,Gopinath Kallianpur,65900,University of Minnesota-Twin Cities
60,Dennis Malone,134300,SUNY at Buffalo
61,David Benenson,134300,SUNY at Buffalo
62,Clive Granger,90000,University of California-San Diego
63,Joe Straus,11200,Brown University
64,Charles Strauss,11200,Brown University
65,Joseph Stiglitz,203200,Stanford University
66,Jerold Zuckerman,56700,SUNY at Albany
67,Jeremy Taylor,13200,University of Georgia
68,Robert Scott,71300,Texas A&M University Main Campus
69,P Kolattukudy,135900,Washington State University
70,Israel Berstein,196100,Cornell University
71,George Livesay,196100,Cornell University
72,Noe Higinbotham,52500,Washington State University
75,Daniel Branton,249300,Harvard University
76,Walter Johnson,52300,University of Notre Dame
78,Mario Borelli,137014,University of Notre Dame
79,Nam Suh,369200,Massachusetts Institute of Technology
80,William Parker,73000,University of California-Irvine
81,none DATANOTAVAILABLE,22560,Smith College
82,Karl Riggs,18800,Smith College
83,John Bradbury,18800,Smith College
84,Lorrin Riggs,18800,Smith College
86,James Wallace,98300,University of Georgia
87,Oscar Greenberg,119500,University of Maryland College Park
88,Jogesh Pati,119500,University of Maryland College Park
90,Paul Cade,54900,University of Massachusetts Amherst
92,Kenneth Heathington,225900,University of Tennessee Knoxville
93,Mitchel Shen,131600,University of California-Berkeley
94,Alexis Bell,171270,University of California-Berkeley
95,David Francis,50000,University of Delaware
96,Paul Treado,39000,George Washington University
97,Carleton Treadwell,39000,George Washington University
98,Ralph Kummler,60000,Wayne State University
99,Edward Fisher,60000,Wayne State University
100,C Congdon,63000,University of Tennessee Knoxville
101,Daniel Leussing,120000,Ohio State University
102,Eric Lien,0,Travel Award
103,Roland Jeppson,42600,Utah State University
104,John Heilbron,30800,University of California-Berkeley
107,Clifford Crawford,39900,University of New Mexico
108,Robert Brock,3800,SUNY College of Environmental Science and Forestry
109,Jan Acton,294600,Rand Corporation
110,Peter Brussard,36400,Cornell Univ - State: AWDS MADE PRIOR MAY 2010
111,John Brandts,60800,University of Massachusetts Amherst
112,Krishna Tewari,65000,University of California-Irvine
113,Hugh Stanley,30000,Utah State University
114,James Bowman,30000,Utah State University
115,Sean Solomon,123000,Massachusetts Institute of Technology
116,Ram Srivastav,10300,SUNY at Stony Brook
117,Robert Kargon,19300,Johns Hopkins University
118,Della Roy,28600,Pennsylvania State Univ University Park
120,Richard Schwendeman,134000,Michigan State University
121,B Cahan,143900,Case Western Reserve University
122,Frederic Wagner,3098000,Utah State University
123,Joan Lusk,48500,Brown University
124,Martin Sussman,99900,Tufts University
125,Kenneth Astill,41000,Tufts University
127,Douglas Currie,244800,University of Maryland College Park
128,Richard Heck,104000,University of Delaware
129,Ward Winer,116400,Georgia Tech Research Corporation
130,R Artle,121000,University of California-Berkeley
131,Pravin Varaiya,121000,University of California-Berkeley
132,GAli Mansoori,96400,University of Illinois at Chicago
134,Leo Sommer,95300,University of California-Davis
136,John Westley,155800,University of Chicago
137,Richard Barber,500800,Duke University
138,Duward Shriver,124800,Northwestern University
139,Herbert Broida,290912,University of California-Santa Barbara
141,George Feher,496900,University of California-San Diego
142,Sheldon Schultz,354400,University of California-San Diego
143,George Parks,179300,University of Washington
144,Thomas Royer,77100,University of Alaska Fairbanks Campus
145,Amiya Sen,224281,Columbia University
146,Hellmuth Etzold,20000,University of Rhode Island
147,John Hardy,32700,New Mexico State University
148,Ralph Raitt,32700,New Mexico State University
149,Arthur Hubbard,125400,University of Hawaii
150,Richard Pratt,233253,University of Pittsburgh
151,Arthur Maxwell,2167780,Woods Hole Oceanographic Institution
152,Robert James,54712,Kansas State University
153,C Ramamoorthy,64500,University of California-Berkeley
154,Harold Hart,172600,Michigan State University
155,Stanley Engelsberg,58800,University of Massachusetts Amherst
157,Karl Strnat,112300,University of Texas at Austin
158,Donald Paul,112300,University of Texas at Austin
162,Edward Azar,49600,University of North Carolina at Chapel Hill
164,Leon Dure,69600,University of Georgia
165,none DATANOTAVAILABLE,1061900,Stanford University
166,Changyun Fan,90100,University of Arizona
167,Jeremy Taylor,13200,University of Houston
168,Norman Whitten,2650,University of Illinois at Urbana-Champaign
169,none DATANOTAVAILABLE,101100,University of North Carolina at Chapel Hill
170,George Nancollas,114900,SUNY at Buffalo
171,William Cooper,38000,Michigan State University
174,William Culberson,50000,Duke University
175,Henry Stommel,732400,Massachusetts Institute of Technology
176,M Jackson,29000,University of Idaho
177,Worth Nowlin,341500,Texas A&M University Main Campus
178,Harold Zirin,216700,California Institute of Technology
179,D Hall,13000,Michigan State University
180,Earl Werner,13000,Michigan State University
184,William Ohlsen,94600,University of Utah
185,none DATANOTAVAILABLE,129800,University of Utah
186,Jesse Jennings,104400,University of Utah
187,Moise Goldstein,70900,Johns Hopkins University
189,Arthur Wightman,119900,Princeton University
190,John Hopfield,119900,Princeton University
191,David Chang,75000,Department of Commerce
192,Warren Porter,141300,University of Wisconsin-Madison
194,David Soll,59300,University of Iowa
196,D Crossley,499500,University of Georgia
197,Maurice Rattray,367000,University of Washington
198,Lawrence Larsen,367000,University of Washington
199,David Hogness,105000,Stanford University
200,Shrikant Panwalkar,1400,Texas Tech University
201,HHenry Stroke,177200,New York University
202,Sherwood Wise,179500,Florida State University
204,none DATANOTAVAILABLE,102700,University of California-Santa Barbara
205,Pankaj Das,78000,Rensselaer Polytechnic Institute
206,Richard McCarty,50000,Cornell University
207,John Poirier,183000,University of Notre Dame
