id,name,money,institute
0,EWard Plummer,280000,University of Tennessee Knoxville
1,James Cannon,105036,Brigham Young University
2,Vincent Roscigno,54619,Ohio State University Research Foundation -DO NOT USE
3,Mikhail Lukin,1194168,Harvard University
4,Renata Wentzcovitch,440887,University of Minnesota-Twin Cities
5,Elias Koutsoupias,178798,University of California-Los Angeles
15,Richard Waring,300000,Temple University
17,Mary Rothbart,18669,University of Oregon Eugene
18,Paul DeYoung,93626,Hope College
19,Graham Peaslee,154464,Hope College
20,Mostafa ElSayed,751556,Georgia Tech Research Corporation
21,John Peck,138129,University of Akron
22,Haruo Kojima,231768,Rutgers University New Brunswick
27,William McDowell,804172,University of New Hampshire
28,Jacqueline AitkenheadPeterson,804172,University of New Hampshire
29,Olfa Nasraoui,250373,University of Memphis
31,Claude dePamphilis,7483263,Pennsylvania State Univ University Park
32,Hong Ma,12000,Pennsylvania State Univ University Park
33,Andrew Stephenson,12000,Pennsylvania State Univ University Park
34,Tehhui Kao,12000,Pennsylvania State Univ University Park
35,Kevin Knupp,259147,University of Alabama in Huntsville
36,John Hedrick,211872,University of California-Berkeley
37,MuMing Poo,241700,University of California-Berkeley
38,Robert Kass,405000,Carnegie-Mellon University
39,Kathryn Roeder,390000,Carnegie-Mellon University
40,Larry Wasserman,957750,Carnegie-Mellon University
41,Christopher Genovese,390000,Carnegie-Mellon University
43,Gregory Washington,322499,Ohio State University Research Foundation -DO NOT USE
44,John Kececioglu,59200,University of Arizona
45,Richard Orville,430502,Texas A&M Research Foundation
46,Efi FoufoulaGeorgiou,37443153,University of Minnesota-Twin Cities
47,Gary Parker,37156813,University of Minnesota-Twin Cities
48,Christopher Paola,37156813,University of Minnesota-Twin Cities
49,Babak Falsafi,229999,Carnegie-Mellon University
50,Akbar Sayeed,269685,University of Wisconsin-Madison
51,Cynthia Corbitt,300000,University of Louisville Research Foundation Inc
52,John Cloud,75000,Cornell University
53,Judith Reppy,85580,Cornell University
54,E Parmentier,270983,Brown University
55,Donald Forsyth,270983,Brown University
59,James Ogg,27584,Purdue University
60,Emmanuel Liscum,900000,University of Missouri-Columbia
62,Albrecht vonArnim,805540,University of Tennessee Knoxville
63,Carl Johnson,805540,University of Tennessee Knoxville
64,Michael Alvard,9355,Texas A&M Research Foundation
65,Pamela Jansma,747707,University of Arkansas
66,Joachim Rosenthal,15000,University of Notre Dame
67,ChihJen Sung,528000,Case Western Reserve University
68,Donna Whitney,291473,University of Minnesota-Twin Cities
69,Christian Teyssier,559149,University of Minnesota-Twin Cities
70,Serkan Hosten,35000,Emory University
71,Victoria Powers,35000,Emory University
72,Edward Green,35000,Emory University
73,Reinhard Laubenbacher,35000,Emory University
74,Jose Fortes,3806014,University of Florida
75,John Harris,2000000,University of Florida
76,Jose Principe,2000000,University of Florida
77,Steven Weinreb,503587,Pennsylvania State Univ University Park
78,Richard Michelmore,1209743,University of California-Davis
79,Nancy Manley,520000,University of Georgia Research Foundation Inc
80,Astrid anHuef,28600,University of Denver
81,Dana Williams,28600,University of Denver
82,Charles Grisham,75000,University of Virginia Main Campus
83,Timothy Newman,148988,University of Virginia Main Campus
84,Janis Antonovics,148988,University of Virginia Main Campus
85,Bruce Lewenstein,56032,Cornell University
