id,name,money,institute
0,Carolyn Lin,0,University of Connecticut
1,James ODonnell,0,University of Connecticut
2,JunHongJune Cui,0,University of Connecticut
3,ZhijieJerry Shi,0,University of Connecticut
4,Emmanouil Anagnostou,0,University of Connecticut
6,Yasutaka Furukawa,239030,Washington University
10,James Brooks,6666,Virginia Commonwealth University
11,Xi Chen,5000,Virginia Commonwealth University
12,Jayaraman Sivaguru,440000,North Dakota State University Fargo
13,Zhili Zhang,138100,University of Tennessee Knoxville
14,Anja Blecking,339719,University of Wisconsin-Milwaukee
15,Kristen Murphy,339719,University of Wisconsin-Milwaukee
16,Peter Geissinger,339719,University of Wisconsin-Milwaukee
17,Jiri Adamec,550000,University of Nebraska-Lincoln
18,Concetta DiRusso,550000,University of Nebraska-Lincoln
19,Ronald Cerny,550000,University of Nebraska-Lincoln
21,Theodore Jacobson,801404,University of Maryland College Park
22,Ira RothStein,801404,University of Maryland College Park
23,AEster Sztein,1341352,National Academy of Sciences
24,Katherine Bailey,2754025,National Academy of Sciences
25,Wayne Li,179999,Georgia Tech Research Corporation
26,Julie Linsey,399881,Georgia Tech Research Corporation
31,Holly Yanco,577607,University of Massachusetts Lowell
32,Kirk Walters,2998949,American Institutes for Research in the Behavioral Sciences
33,JESSICA HEPPEN,2998949,American Institutes for Research in the Behavioral Sciences
34,James Lynn,2998949,American Institutes for Research in the Behavioral Sciences
35,James Pellegrino,2998949,American Institutes for Research in the Behavioral Sciences
39,Parag Pathak,926440,National Bureau of Economic Research Inc
40,Joshua Angrist,775000,National Bureau of Economic Research Inc
41,Atila Abdulkadiroglu,775000,National Bureau of Economic Research Inc
47,Yogesh Surendranath,675000,Massachusetts Institute of Technology
48,Anne Simon,383406,University of Maryland College Park
49,Shiv Kale,100000,Oregon State University
50,Brett Tyler,100000,Oregon State University
51,Susan Solomon,855296,Massachusetts Institute of Technology
52,Shan Lin,449025,SUNY at Stony Brook
53,Donna Rhoads,299997,University of Washington
54,Vikram Jandhyala,299997,University of Washington
55,Mathias Payer,175000,Purdue University
57,Venkata Gadhamshetty,512000,South Dakota School of Mines and Technology
58,Christian Metallo,542000,University of California-San Diego
62,Tanya Moore,48950,Oregon State University
63,Lily Khadjavi,48950,Oregon State University
64,Thomas Dick,48950,Oregon State University
65,Jean Greenberg,771713,University of Chicago
66,Donald Brenner,63642,North Carolina State University
67,Peyman Najafirad,599775,University of Texas at San Antonio
68,Rajendra Boppana,599775,University of Texas at San Antonio
69,David Mays,90626,University of Colorado at Denver-Downtown Campus
70,Venugopal Veeravalli,382500,University of Illinois at Urbana-Champaign
71,Samuel Spiegel,6968640,Michigan State University
72,Kathleen Schwille,6968640,Michigan State University
73,Charles Anderson,6968640,Michigan State University
74,Thomas Getty,6968640,Michigan State University
75,Beth Covitt,6968640,Michigan State University
76,Daniel Gallagher,6968640,Michigan State University
77,Santosh Vempala,375000,Georgia Tech Research Corporation
78,Vladimir Koltchinskii,311500,Georgia Tech Research Corporation
79,Prasad Tetali,663000,Georgia Tech Research Corporation
80,Justin Romberg,707368,Georgia Tech Research Corporation
81,Arkadi Nemirovski,300000,Georgia Tech Research Corporation
82,Robert Mason,98547,University of Connecticut
84,Kimberly CookChennault,489609,Rutgers University New Brunswick
85,Lydia Prendergast,489609,Rutgers University New Brunswick
86,Muriel Medard,200000,Massachusetts Institute of Technology
87,Stephen Pfohl,11683,Boston College
88,Liam Martin,11683,Boston College
89,Jay Whitacre,345166,Carnegie-Mellon University
90,Meagan Mauter,345166,Carnegie-Mellon University
91,Dennis Lettenmaier,899121,University of Washington
92,Bart Nijssen,899121,University of Washington
93,John Yearsley,899121,University of Washington
95,Sean Higgins,103847,Columbia University
96,Jeffrey Rupert,103847,Columbia University
97,David Goldberg,10652625,Columbia University
98,James Lancaster,1610938,National Academy of Sciences
99,Nitya Kallivayalil,754824,University of Virginia Main Campus
100,Adah Leshem,4923349,Iowa State University
101,Noelle Tichy,4206018,Iowa State University
102,Kristina Tank,4206018,Iowa State University
103,Anne Estapa,4206018,Iowa State University
104,DRaj Raman,4317643,Iowa State University
105,Carlyn Cox,4206018,Iowa State University
106,Joanne Olson,4673353,Iowa State University
107,Faruk Gul,380526,Princeton University
108,Wolfgang Pesendorfer,380526,Princeton University
114,Alexander Balandin,1996265,University of California-Riverside
115,Roger Lake,2128265,University of California-Riverside
116,Alexander Khitun,1828265,University of California-Riverside
117,Tina Salguero,1828265,University of California-Riverside
118,Wilson Ho,590000,University of California-Irvine
119,Ruqian Wu,590000,University of California-Irvine
121,Jeffrey Tasker,656711,Tulane University
123,Larry Medsker,299799,George Washington University
124,TiffanyRose Sikorski,299799,George Washington University
125,Curtis Pyke,299799,George Washington University
126,Hartmut Doebel,299799,George Washington University
127,Daniel Ullman,299799,George Washington University
128,Steven Goldstein,25087,Washington University
129,Fiona Marshall,25087,Washington University
130,MacKenzie Smith,299999,University of California-Davis
131,Joseph Dumit,299999,University of California-Davis
132,Lorraine Hwang,299999,University of California-Davis
133,Louise Kellogg,299999,University of California-Davis
134,Daniel Distel,922232,Northeastern University
135,Ashish Gehani,499919,SRI International
136,Rebecca Wright,629986,Rutgers University New Brunswick
137,Mark Sherwin,565000,University of California-Santa Barbara
138,Wenyao Xu,288000,SUNY at Buffalo
139,Brian Beard,99088,University of Wisconsin-Madison
140,Timothy Simpson,429708,Pennsylvania State Univ University Park
141,Kevin Zumbrun,240000,Indiana University
142,Yaser Fallah,248902,West Virginia University Research Corporation
143,Phoebe Chappell,370537,Old Dominion University Research Foundation
144,Nadine Kabengi,215000,Georgia State University Research Foundation, Inc.
145,Michael Machesky,215000,Georgia State University Research Foundation, Inc.
146,James Kubicki,215000,Georgia State University Research Foundation, Inc.
147,Stefan Zauscher,8000,Gordon Research Conferences
148,Alexej Jerschow,471000,New York University
149,Robert Spencer,313528,Florida State University
152,Judith IriarteGross,195002,Middle Tennessee State University
153,Wandi Ding,195002,Middle Tennessee State University
154,Jackie Eller,195002,Middle Tennessee State University
155,Brad Bartel,195002,Middle Tennessee State University
156,Karen Petersen,195002,Middle Tennessee State University
158,Deborah Kilb,244024,University of California-San Diego Scripps Inst of Oceanography
159,William Arnold,175182,University of Minnesota-Twin Cities
160,John Schiefelbein,1355691,University of Michigan Ann Arbor
161,James Cavalcoli,1355691,University of Michigan Ann Arbor
162,Richard McEachin,1355691,University of Michigan Ann Arbor
163,Nicole Ellison,112899,University of Michigan Ann Arbor
164,Alexander Gagnon,158272,University of Washington
167,Jean McLain,35000,University of Arizona
168,Ximena Bernal,466991,Purdue University
173,Kathleen Treseder,608187,University of California-Irvine
175,Sinan Aral,85678,Massachusetts Institute of Technology
176,Rui Zhang,149999,University of Hawaii
177,Stephen Carpenter,1259510,University of Wisconsin-Madison
179,Laurel Riek,24510,University of Notre Dame
181,Sunghee Lee,549999,University of Michigan Ann Arbor
182,Michael Elliott,549999,University of Michigan Ann Arbor
183,Juliette Roddy,549999,University of Michigan Ann Arbor
184,Sean McCabe,549999,University of Michigan Ann Arbor
185,Francis Quek,871117,Texas A&M University Main Campus
186,Mahesh Viswanathan,515000,University of Illinois at Urbana-Champaign
187,Sayan Mitra,515000,University of Illinois at Urbana-Champaign
190,Christine Hrenya,15000,University of Colorado at Boulder
191,George Watters,130852,Ohio State University
192,Marymegan Daly,140695,Ohio State University
193,John Freudenstein,147997,Ohio State University
194,Katherine Shilton,1058726,University of Maryland College Park
195,Ryan Emanuel,613292,North Carolina State University
196,Dmytro Arinkin,88012,University of Wisconsin-Madison
197,Andre Platzer,499731,Carnegie-Mellon University
198,Josipa Roksa,417724,University of Virginia Main Campus
199,Oleg Shpyrko,640000,University of California-San Diego
200,Eric Fullerton,640000,University of California-San Diego
201,Alex Keene,397896,Board of Regents, NSHE, obo University of Nevada, Reno
202,Pavel Masek,397896,Board of Regents, NSHE, obo University of Nevada, Reno
203,Ian Kaplan,20015,Purdue University
204,Carmen Blubaugh,20015,Purdue University
205,Yoav Peles,12000,Gordon Research Conferences
206,Evelyn Wang,12000,Gordon Research Conferences
207,Linda HanleyBowdoin,299999,North Carolina State University
210,Feiping Nie,250000,University of Texas at Arlington
211,Junzhou Huang,348199,University of Texas at Arlington
212,Mau Nguyen,112288,Portland State University
213,Aidong Ding,1199617,Northeastern University
214,Jennifer Dy,1199617,Northeastern University
215,Tarik Gouhier,1894654,Northeastern University
216,Auroop Ganguly,1556615,Northeastern University
217,Jieping Ye,533360,Arizona State University
218,Sudhir Kumar,333360,Arizona State University
219,Vassiliy Lubchenko,432001,University of Houston
220,Gerard Cote,595431,Texas A&M Engineering Experiment Station
221,Thomas Dietterich,456286,Oregon State University
222,Alan Fern,456286,Oregon State University
223,Prasad Tadepalli,456286,Oregon State University
224,Sinisa Todorovic,456286,Oregon State University
225,Alex Groce,456286,Oregon State University
226,David Doty,5000,California Institute of Technology
227,Lulu Qian,5000,California Institute of Technology
228,Christopher Thachuk,5000,California Institute of Technology
230,RuiLoja Fernandes,161027,University of Illinois at Urbana-Champaign
231,IoanTiberiu Marcut,194702,University of Illinois at Urbana-Champaign
232,Nicholas Kotov,771110,University of Michigan Ann Arbor
233,Brad Seibel,1110027,University of Rhode Island
234,Christopher Roman,1110027,University of Rhode Island
235,Karen Wishner,1387533,University of Rhode Island
236,Shizhuo Yin,87074,Pennsylvania State Univ University Park
237,Carl Maltzahn,695525,University of California-Santa Cruz
238,Robert Carpick,20000,Gordon Research Conferences
239,Jason Prochaska,391372,University of California-Santa Cruz
240,Robert Belford,50000,University of Arkansas Little Rock
241,Daniel Berleant,50000,University of Arkansas Little Rock
242,Quanyan Zhu,64991,New York University
243,Vladimir Tsukruk,630000,Georgia Tech Research Corporation
244,Simona Ghetti,450000,University of California-Davis
245,Emily Finzel,280000,University of Iowa
246,Shriram Krishnamurthi,1152177,Brown University
247,W Wilson,510364,Washington State University
248,Gregory Poon,510364,Washington State University
249,Debra Mathews,922578,Johns Hopkins University
250,Joel Bader,922578,Johns Hopkins University
251,Srinivasan Chandrasegaran,922578,Johns Hopkins University
252,Orlando Acevedo,312500,Auburn University
253,Julius Lucks,443485,Cornell University
254,Cynthia Looy,193454,University of California-Berkeley
255,Robert Davis,50000,Brigham Young University
256,Richard Vanfleet,50000,Brigham Young University
259,Michael Tobler,299524,Kansas State University
260,Narayan Mandayam,748614,Rutgers University New Brunswick
261,Yanyong Zhang,749114,Rutgers University New Brunswick
262,David Nicol,300000,University of Illinois at Urbana-Champaign
263,Robin Berthier,50000,University of Illinois at Urbana-Champaign
264,Marten vanDijk,800217,University of Connecticut
265,Rui Diogo,18724,Howard University
266,Xiaoning Qian,200000,Texas A&M Engineering Experiment Station
267,ByungJun Yoon,200000,Texas A&M Engineering Experiment Station
268,Mark Freidlin,210000,University of Maryland College Park
269,Hekia Bodwitch,15999,University of California-Berkeley
270,Kimberly TallBear,15999,University of California-Berkeley
274,Robert Haslhofer,159216,New York University
275,Bruce Kleiner,555664,New York University
276,Nejat Olgac,151309,University of Connecticut
277,Challa Kumar,202155,University of Connecticut
278,Geoffrey Abers,754325,Cornell University
279,Sushil Kumar,315000,Lehigh University
280,Michael Loverude,322510,California State University-Fullerton Foundation
281,Mattheos Koffas,454779,Rensselaer Polytechnic Institute
282,Robert Linhardt,179779,Rensselaer Polytechnic Institute
283,Peter Collins,329232,University of North Texas
284,Blair Wolf,294263,University of New Mexico
