id,name,money,institute
0,Frank Wardlaw,58900,University of Texas at Austin
1,Cazlyn Bookhout,687500,Duke University
2,T Johnson,37150,Duke University
3,none DATANOTAVAILABLE,14900,American Geographical Society
4,George Wood,12417,American Geographical Society
5,John Bradbury,12417,American Geographical Society
6,Miklos Pinther,12417,American Geographical Society
7,Jeremy Taylor,13400,New York Botanical Garden
8,Charles Dunham,8000,National Academy of Sciences
9,MNA Peterson,218225738,University of California-San Diego Scripps Inst of Oceanography
10,Douglas Waugh,42000,American Geographical Society
11,William Spindel,238750,National Academy of Sciences
12,none DATANOTAVAILABLE,33900,National Academy of Sciences
13,George Wood,33900,National Academy of Sciences
14,Jeremy Taylor,16572,Exotech Systems Inc
15,William Kelly,4966833,National Academy of Sciences
16,Jeremy Taylor,42000,University of Michigan Ann Arbor
17,Jeremy Taylor,99000,American Geological Institute
18,MNA Peterson,1505312,Indian National Scientific Documentation Ctr
19,MayBeth Givan,0,Boston College
20,Judith Bregman,147110,Polytechnic University of New York
21,Nelson Grisamore,298050,National Academy of Sciences
