source,target
1,111
1,112
1,147
1,148
1,383
1,396
1,490
1,498
1,1214
1,1457
1,2091
1,2092
1,2103
1,2104
1,2159
1,2320
1,2664
1,2668
1,3004
1,3160
1,3187
1,3530
1,3845
1,4318
1,5278
1,5542
1,5981
1,5982
1,6016
1,6249
1,6257
1,7039
1,7189
1,7704
1,7860
1,8254
111,112
111,147
111,148
111,383
111,396
111,490
111,498
111,1214
111,1457
111,2091
111,2092
111,2103
111,2104
111,2159
111,2320
111,2664
111,2668
111,3004
111,3160
111,3187
111,3530
111,3845
111,4318
111,5278
111,5542
111,5981
111,5982
111,6016
111,6249
111,6257
111,7039
111,7189
111,7704
111,7860
111,8254
112,147
112,148
112,383
112,396
112,490
112,498
112,1214
112,1457
112,2091
112,2092
112,2103
112,2104
112,2159
112,2320
112,2664
112,2668
112,3004
112,3160
112,3187
112,3530
112,3845
112,4318
112,5278
112,5542
112,5981
112,5982
112,6016
112,6249
112,6257
112,7039
112,7189
112,7704
112,7860
112,8254
147,148
147,383
147,396
147,490
147,498
147,1214
147,1457
147,2091
147,2092
147,2103
147,2104
147,2159
147,2320
147,2664
147,2668
147,3004
147,3160
147,3187
147,3530
147,3845
147,4318
147,5278
147,5542
147,5981
147,5982
147,6016
147,6249
147,6257
147,7039
147,7189
147,7704
147,7860
147,8254
148,383
148,396
148,490
148,498
148,1214
148,1457
148,2091
148,2092
148,2103
148,2104
148,2159
148,2320
148,2664
148,2668
148,3004
148,3160
148,3187
148,3530
148,3845
148,4318
148,5278
148,5542
148,5981
148,5982
148,6016
148,6249
148,6257
148,7039
148,7189
148,7704
148,7860
148,8254
383,396
383,490
383,498
383,1214
383,1457
383,2091
383,2092
383,2103
383,2104
383,2159
383,2320
383,2664
383,2668
383,3004
383,3160
383,3187
383,3530
383,3845
383,4318
383,5278
383,5542
383,5981
383,5982
383,6016
383,6249
383,6257
383,7039
383,7189
383,7704
383,7860
383,8254
396,490
396,498
396,1214
396,1457
396,2091
396,2092
396,2103
396,2104
396,2159
396,2320
396,2664
396,2668
396,3004
396,3160
396,3187
396,3530
396,3845
396,4318
396,5278
396,5542
396,5981
396,5982
396,6016
396,6249
396,6257
396,7039
396,7189
396,7704
396,7860
396,8254
490,498
490,1214
490,1457
490,2091
490,2092
490,2103
490,2104
490,2159
490,2320
490,2664
490,2668
490,3004
490,3160
490,3187
490,3530
490,3845
490,4318
490,5278
490,5542
490,5981
490,5982
490,6016
490,6249
490,6257
490,7039
490,7189
490,7704
490,7860
490,8254
498,1214
498,1457
498,2091
498,2092
498,2103
498,2104
498,2159
498,2320
498,2664
498,2668
498,3004
498,3160
498,3187
498,3530
498,3845
498,4318
498,5278
498,5542
498,5981
498,5982
498,6016
498,6249
498,6257
498,7039
498,7189
498,7704
498,7860
498,8254
1214,1457
1214,2091
1214,2092
1214,2103
1214,2104
1214,2159
1214,2320
1214,2664
1214,2668
1214,3004
1214,3160
1214,3187
1214,3530
1214,3845
1214,4318
1214,5278
1214,5542
1214,5981
1214,5982
1214,6016
1214,6249
1214,6257
1214,7039
1214,7189
1214,7704
1214,7860
1214,8254
1457,2091
1457,2092
1457,2103
1457,2104
1457,2159
1457,2320
1457,2664
1457,2668
1457,3004
1457,3160
1457,3187
1457,3530
1457,3845
1457,4318
1457,5278
1457,5542
1457,5981
1457,5982
1457,6016
1457,6249
1457,6257
1457,7039
1457,7189
1457,7704
1457,7860
1457,8254
2091,2092
2091,2103
2091,2104
2091,2159
2091,2320
2091,2664
2091,2668
2091,3004
2091,3160
2091,3187
2091,3530
2091,3845
2091,4318
2091,5278
2091,5542
2091,5981
2091,5982
2091,6016
2091,6249
2091,6257
2091,7039
2091,7189
2091,7704
2091,7860
2091,8254
2092,2103
2092,2104
2092,2159
2092,2320
2092,2664
2092,2668
2092,3004
2092,3160
2092,3187
2092,3530
2092,3845
2092,4318
2092,5278
2092,5542
2092,5981
2092,5982
2092,6016
2092,6249
2092,6257
2092,7039
2092,7189
2092,7704
2092,7860
2092,8254
2103,2104
2103,2159
2103,2320
2103,2664
2103,2668
2103,3004
2103,3160
2103,3187
2103,3530
2103,3845
2103,4318
2103,5278
2103,5542
2103,5981
2103,5982
2103,6016
2103,6249
2103,6257
2103,7039
2103,7189
2103,7704
2103,7860
2103,8254
2104,2159
2104,2320
2104,2664
2104,2668
2104,3004
2104,3160
2104,3187
2104,3530
2104,3845
2104,4318
2104,5278
2104,5542
2104,5981
2104,5982
2104,6016
2104,6249
2104,6257
2104,7039
2104,7189
2104,7704
2104,7860
2104,8254
2159,2320
2159,2664
2159,2668
2159,3004
2159,3160
2159,3187
2159,3530
2159,3845
2159,4318
2159,5278
2159,5542
2159,5981
2159,5982
2159,6016
2159,6249
2159,6257
2159,7039
2159,7189
2159,7704
2159,7860
2159,8254
2320,2664
2320,2668
2320,3004
2320,3160
2320,3187
2320,3530
2320,3845
2320,4318
2320,5278
2320,5542
2320,5981
2320,5982
2320,6016
2320,6249
2320,6257
2320,7039
2320,7189
2320,7704
2320,7860
2320,8254
2664,2668
2664,3004
2664,3160
2664,3187
2664,3530
2664,3845
2664,4318
2664,5278
2664,5542
2664,5981
2664,5982
2664,6016
2664,6249
2664,6257
2664,7039
2664,7189
2664,7704
2664,7860
2664,8254
2668,3004
2668,3160
2668,3187
2668,3530
2668,3845
2668,4318
2668,5278
2668,5542
2668,5981
2668,5982
2668,6016
2668,6249
2668,6257
2668,7039
2668,7189
2668,7704
2668,7860
2668,8254
3004,3160
3004,3187
3004,3530
3004,3845
3004,4318
3004,5278
3004,5542
3004,5981
3004,5982
3004,6016
3004,6249
3004,6257
3004,7039
3004,7189
3004,7704
3004,7860
3004,8254
3160,3187
3160,3530
3160,3845
3160,4318
3160,5278
3160,5542
3160,5981
3160,5982
3160,6016
3160,6249
3160,6257
3160,7039
3160,7189
3160,7704
3160,7860
3160,8254
3187,3530
3187,3845
3187,4318
3187,5278
3187,5542
3187,5981
3187,5982
3187,6016
3187,6249
3187,6257
3187,7039
3187,7189
3187,7704
3187,7860
3187,8254
3530,3845
3530,4318
3530,5278
3530,5542
3530,5981
3530,5982
3530,6016
3530,6249
3530,6257
3530,7039
3530,7189
3530,7704
3530,7860
3530,8254
3845,4318
3845,5278
3845,5542
3845,5981
3845,5982
3845,6016
3845,6249
3845,6257
3845,7039
3845,7189
3845,7704
3845,7860
3845,8254
4318,5278
4318,5542
4318,5981
4318,5982
4318,6016
4318,6249
4318,6257
4318,7039
4318,7189
4318,7704
4318,7860
4318,8254
5278,5542
5278,5981
5278,5982
5278,6016
5278,6249
5278,6257
5278,7039
5278,7189
5278,7704
5278,7860
5278,8254
5542,5981
5542,5982
5542,6016
5542,6249
5542,6257
5542,7039
5542,7189
5542,7704
5542,7860
5542,8254
5981,5982
5981,6016
5981,6249
5981,6257
5981,7039
5981,7189
5981,7704
5981,7860
5981,8254
5982,6016
5982,6249
5982,6257
5982,7039
5982,7189
5982,7704
5982,7860
5982,8254
6016,6249
6016,6257
6016,7039
6016,7189
6016,7704
6016,7860
6016,8254
6249,6257
6249,7039
6249,7189
6249,7704
6249,7860
6249,8254
6257,7039
6257,7189
6257,7704
6257,7860
6257,8254
7039,7189
7039,7704
7039,7860
7039,8254
7189,7704
7189,7860
7189,8254
7704,7860
7704,8254
7860,8254
2,77
2,87
2,115
2,121
2,170
2,175
2,192
2,228
2,274
2,290
2,292
2,445
2,455
2,457
2,477
2,500
2,519
2,536
2,539
2,580
2,613
2,699
2,711
2,718
2,724
2,781
2,811
2,876
2,877
2,880
2,912
2,923
2,976
2,1018
2,1036
2,1066
2,1093
2,1101
2,1208
2,1219
2,1238
2,1294
2,1379
2,1387
2,1416
2,1439
2,1518
2,1570
2,1573
2,1610
2,1648
2,1653
2,1699
2,1701
2,1717
2,1769
2,1772
2,1804
2,1858
2,1884
2,1886
2,1891
2,1949
2,1954
2,1987
2,2024
2,2036
2,2075
2,2083
2,2111
2,2180
2,2310
2,2342
2,2385
2,2405
2,2407
2,2429
2,2463
2,2464
2,2514
2,2531
2,2586
2,2655
2,2709
2,2720
2,2769
2,2770
2,2784
2,2804
2,2814
2,2817
2,2829
2,2830
2,2863
2,2880
2,2888
2,2898
2,2920
2,2962
2,3048
2,3050
2,3090
2,3139
2,3164
2,3203
2,3216
2,3274
2,3288
2,3310
2,3330
2,3333
2,3351
2,3353
2,3354
2,3390
2,3438
2,3456
2,3477
2,3543
2,3572
2,3667
2,3735
2,3737
2,3798
2,3813
2,3839
2,3850
2,3858
2,3887
2,3897
2,3898
2,3908
2,3909
2,3913
2,3927
2,3941
2,3955
2,3965
2,3971
2,3982
2,4023
2,4116
2,4125
2,4160
2,4197
2,4212
